age,workclass,education,marital.status,income
31,Private,HS-grad,Never Married,<=50K.
30,Private,11th,Never Married,<=50K.
84,Self,Some-college,Married,>50K.
35,Self,HS-grad,Never Married,<=50K.
45,Self,Assoc-voc,Married,>50K.
46,Private,HS-grad,Never Married,<=50K.
50,Govt,Some-college,Married,<=50K.
37,Private,11th,Never Married,<=50K.
32,Private,HS-grad,Divorced,<=50K.
53,Self,Bachelors,Married,>50K.
27,Govt,Some-college,Married,>50K.
22,Private,HS-grad,Married,<=50K.
29,Private,Bachelors,Married,<=50K.
35,Private,HS-grad,Married,<=50K.
38,Private,Some-college,Married,<=50K.
29,Private,7th-8th,Married,<=50K.
26,Private,Some-college,Never Married,<=50K.
34,Private,Prof-school,Never Married,<=50K.
31,Private,Assoc-voc,Married,>50K.
30,Private,Some-college,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
37,Private,Masters,Divorced,<=50K.
32,Private,HS-grad,Married,<=50K.
36,Private,Assoc-acdm,Divorced,<=50K.
54,Private,Masters,Married,>50K.
78,NA,7th-8th,Married,<=50K.
46,Self,Some-college,Divorced,<=50K.
18,Private,HS-grad,Never Married,<=50K.
57,Private,Some-college,Married,<=50K.
37,Private,HS-grad,Married,<=50K.
43,Private,HS-grad,Married,>50K.
45,Private,HS-grad,Never Married,<=50K.
32,Private,Some-college,Divorced,<=50K.
38,Govt,HS-grad,Married,<=50K.
25,Private,Assoc-acdm,Never Married,<=50K.
70,Private,Some-college,Divorced,<=50K.
40,Private,Some-college,Married,>50K.
40,Self,HS-grad,Divorced,<=50K.
20,Private,HS-grad,Never Married,<=50K.
29,Private,HS-grad,Married,>50K.
24,Private,Assoc-voc,Never Married,<=50K.
28,Private,Assoc-voc,Never Married,<=50K.
58,Private,10th,Divorced,<=50K.
38,Private,Bachelors,Divorced,<=50K.
59,Self,Some-college,Widowed,<=50K.
18,Private,11th,Never Married,<=50K.
40,Private,HS-grad,Married,<=50K.
39,Self,Masters,Married,<=50K.
35,Private,Bachelors,Married,>50K.
45,Private,HS-grad,Married,<=50K.
62,NA,Bachelors,Divorced,<=50K.
24,Govt,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
23,Private,Bachelors,Married,<=50K.
39,Self,Some-college,Separated,>50K.
28,Private,Assoc-voc,Never Married,<=50K.
51,Private,11th,Married,>50K.
44,Private,Bachelors,Never Married,<=50K.
73,NA,1st-4th,Married,<=50K.
24,Private,HS-grad,Married,<=50K.
24,Private,11th,Married,<=50K.
52,Private,1st-4th,Married,<=50K.
43,Private,HS-grad,Never Married,<=50K.
67,Self,12th,Married,<=50K.
31,Private,12th,Never Married,<=50K.
36,Private,HS-grad,Married,>50K.
43,Private,Assoc-acdm,Married,<=50K.
31,Private,7th-8th,Divorced,<=50K.
23,Private,Some-college,Never Married,<=50K.
26,Private,Bachelors,Never Married,<=50K.
48,Private,Some-college,Married,<=50K.
40,Private,Some-college,Married,<=50K.
55,Govt,Prof-school,Divorced,<=50K.
49,Private,HS-grad,Married,>50K.
34,Private,Bachelors,Never Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
50,Private,Bachelors,Divorced,<=50K.
19,Private,Some-college,Never Married,<=50K.
63,Govt,Doctorate,Married,>50K.
66,Private,Bachelors,Married,<=50K.
65,NA,Some-college,Widowed,<=50K.
60,Private,Assoc-voc,Divorced,<=50K.
60,Private,HS-grad,Divorced,<=50K.
19,Private,HS-grad,Never Married,<=50K.
26,Self,HS-grad,Married,<=50K.
75,Self,Some-college,Married,<=50K.
58,Govt,Some-college,Widowed,<=50K.
18,Self,Some-college,Never Married,<=50K.
65,Private,Assoc-acdm,Married,<=50K.
50,Self,HS-grad,Married,>50K.
26,Private,Some-college,Never Married,<=50K.
45,Govt,Masters,Married,>50K.
19,NA,Some-college,Never Married,<=50K.
29,Govt,HS-grad,Married,>50K.
52,Private,Some-college,Married,>50K.
23,Private,Bachelors,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
48,Govt,HS-grad,Never Married,<=50K.
59,NA,Masters,Married,>50K.
50,Private,Bachelors,Married,>50K.
41,Govt,Bachelors,Never Married,<=50K.
32,Private,HS-grad,Divorced,<=50K.
40,Private,HS-grad,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
30,NA,5th-6th,Married,<=50K.
42,Govt,HS-grad,Separated,<=50K.
23,Private,Bachelors,Never Married,<=50K.
37,Self,HS-grad,Divorced,>50K.
21,Private,11th,Never Married,<=50K.
28,Private,Bachelors,Married,>50K.
50,NA,HS-grad,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
21,Private,11th,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
45,Self,Bachelors,Never Married,<=50K.
49,Self,HS-grad,Married,<=50K.
53,Self,Some-college,Divorced,>50K.
41,Private,HS-grad,Divorced,<=50K.
48,Govt,Bachelors,Married,<=50K.
73,NA,HS-grad,Widowed,<=50K.
34,Private,Some-college,Separated,<=50K.
24,Private,HS-grad,Never Married,<=50K.
58,Govt,HS-grad,Never Married,<=50K.
41,Private,Bachelors,Married,>50K.
53,Private,Preschool,Married,<=50K.
40,Private,HS-grad,Married,<=50K.
28,Self,Some-college,Married,>50K.
32,Private,Some-college,Married,<=50K.
44,Self,Some-college,Never Married,<=50K.
18,Private,11th,Never Married,<=50K.
37,Govt,HS-grad,Separated,<=50K.
43,Private,Assoc-acdm,Never Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
28,Private,10th,Never Married,<=50K.
51,Private,Some-college,Divorced,<=50K.
63,Private,HS-grad,Divorced,<=50K.
29,Private,Some-college,Married,<=50K.
44,Private,Bachelors,Married,>50K.
44,Private,7th-8th,Separated,<=50K.
37,Govt,Some-college,Married,<=50K.
62,Govt,HS-grad,Married,<=50K.
31,Private,HS-grad,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
48,Private,10th,Divorced,<=50K.
24,Self,Some-college,Never Married,<=50K.
56,Govt,Bachelors,Married,<=50K.
36,Govt,Some-college,Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
34,Private,Prof-school,Never Married,>50K.
39,Private,Some-college,Never Married,<=50K.
29,Private,Some-college,Never Married,<=50K.
38,Self,HS-grad,Married,<=50K.
23,Private,9th,Never Married,<=50K.
37,Private,HS-grad,Married,<=50K.
30,Self,Some-college,Divorced,<=50K.
58,NA,Some-college,Married,<=50K.
42,Private,Assoc-acdm,Married,<=50K.
59,Govt,HS-grad,Widowed,<=50K.
45,Private,HS-grad,Married,>50K.
46,Private,Some-college,Married,<=50K.
25,Private,Masters,Never Married,<=50K.
41,Self,HS-grad,Divorced,<=50K.
49,Private,HS-grad,Married,>50K.
37,Private,Some-college,Married,<=50K.
31,Private,HS-grad,Never Married,<=50K.
22,Private,Assoc-acdm,Married,<=50K.
22,Private,HS-grad,Divorced,<=50K.
17,Private,11th,Never Married,<=50K.
47,Private,Doctorate,Married,>50K.
17,Private,10th,Never Married,<=50K.
39,Private,5th-6th,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
41,Private,Bachelors,Married,>50K.
36,Govt,Masters,Married,>50K.
52,Private,Bachelors,Married,>50K.
21,Private,HS-grad,Never Married,<=50K.
33,Private,10th,Divorced,<=50K.
17,NA,11th,Never Married,<=50K.
41,Private,HS-grad,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
38,Govt,HS-grad,Never Married,>50K.
24,Private,Some-college,Never Married,<=50K.
38,Private,Bachelors,Divorced,<=50K.
39,Govt,Bachelors,Married,>50K.
19,Private,Some-college,Never Married,<=50K.
31,NA,Assoc-acdm,Never Married,<=50K.
42,Private,Some-college,Married,<=50K.
36,Private,HS-grad,Never Married,<=50K.
29,Private,Some-college,Married,<=50K.
17,Private,12th,Never Married,<=50K.
47,Govt,Bachelors,Married,>50K.
24,Private,Some-college,Divorced,<=50K.
61,Govt,Some-college,Married,>50K.
40,Self,Some-college,Married,<=50K.
31,NA,9th,Divorced,<=50K.
59,Private,HS-grad,Married,<=50K.
29,Private,Some-college,Divorced,<=50K.
26,Private,HS-grad,Separated,<=50K.
46,Private,HS-grad,Married,>50K.
56,Govt,HS-grad,Married,>50K.
25,Private,Bachelors,Never Married,<=50K.
17,Private,12th,Never Married,<=50K.
29,Private,Assoc-voc,Never Married,<=50K.
23,Private,5th-6th,Never Married,<=50K.
67,Private,HS-grad,Never Married,<=50K.
29,Private,Masters,Never Married,<=50K.
33,Private,Assoc-acdm,Divorced,<=50K.
32,Private,HS-grad,Never Married,<=50K.
34,Private,Some-college,Married,<=50K.
49,Private,HS-grad,Married,<=50K.
54,Self,Some-college,Divorced,<=50K.
39,Private,HS-grad,Divorced,<=50K.
41,Private,Bachelors,Never Married,<=50K.
31,Private,Some-college,Divorced,<=50K.
47,Govt,Doctorate,Married,>50K.
27,Private,HS-grad,Never Married,<=50K.
23,Private,11th,Married,<=50K.
44,Private,7th-8th,Married,>50K.
25,Private,Assoc-acdm,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
52,Private,HS-grad,Married,>50K.
62,Govt,HS-grad,Widowed,<=50K.
31,Private,Bachelors,Never Married,<=50K.
19,Private,11th,Married,<=50K.
22,NA,Some-college,Never Married,<=50K.
53,Private,Some-college,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
45,Private,HS-grad,Never Married,<=50K.
69,Private,9th,Never Married,<=50K.
49,Private,HS-grad,Married,>50K.
42,Private,Bachelors,Married,>50K.
44,Self,HS-grad,Married,>50K.
56,Govt,Some-college,Married,>50K.
37,Govt,HS-grad,Married,>50K.
37,Private,Bachelors,Married,>50K.
22,Private,Some-college,Never Married,<=50K.
34,Govt,Bachelors,Married,>50K.
36,Private,HS-grad,Never Married,<=50K.
54,NA,HS-grad,Divorced,<=50K.
28,Govt,Some-college,Married,<=50K.
28,Private,Bachelors,Married,<=50K.
36,Private,10th,Never Married,<=50K.
73,Govt,5th-6th,Married,<=50K.
37,Self,HS-grad,Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
30,Govt,HS-grad,Married,<=50K.
38,Private,Assoc-voc,Married,<=50K.
50,Private,Some-college,Married,>50K.
69,NA,HS-grad,Married,>50K.
43,Private,Prof-school,Married,>50K.
42,Private,HS-grad,Married,<=50K.
54,Govt,Some-college,Divorced,<=50K.
27,Govt,Assoc-acdm,Never Married,<=50K.
39,Private,Some-college,Divorced,<=50K.
27,Private,Some-college,Never Married,<=50K.
30,Private,HS-grad,Married,<=50K.
30,Private,HS-grad,Married,<=50K.
37,Private,Some-college,Married,<=50K.
50,Govt,Bachelors,Divorced,>50K.
36,Private,Some-college,Divorced,<=50K.
22,Private,Some-college,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
33,Private,Bachelors,Married,<=50K.
76,Private,7th-8th,Widowed,<=50K.
22,NA,Some-college,Never Married,<=50K.
37,Private,Bachelors,Married,<=50K.
34,Private,Some-college,Married,<=50K.
29,Private,HS-grad,Married,<=50K.
29,Private,HS-grad,Married,<=50K.
28,Private,Bachelors,Married,<=50K.
73,Self,Some-college,Married,<=50K.
43,Private,Some-college,Divorced,<=50K.
39,Private,Some-college,Married,<=50K.
74,Private,10th,Widowed,<=50K.
27,Govt,Bachelors,Never Married,<=50K.
47,Private,HS-grad,Married,<=50K.
90,Private,HS-grad,Never Married,<=50K.
47,Private,Bachelors,Married,>50K.
42,Private,Bachelors,Married,>50K.
69,Private,Bachelors,Divorced,<=50K.
18,NA,12th,Never Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
44,Govt,HS-grad,Married,<=50K.
41,Private,HS-grad,Married,<=50K.
47,Govt,Some-college,Never Married,<=50K.
43,Private,Bachelors,Married,>50K.
33,Private,Some-college,Never Married,<=50K.
48,Private,11th,Never Married,<=50K.
39,Private,Bachelors,Divorced,<=50K.
43,Private,Masters,Divorced,>50K.
18,NA,Some-college,Never Married,<=50K.
52,Private,HS-grad,Widowed,<=50K.
18,Private,HS-grad,Never Married,<=50K.
27,Self,HS-grad,Never Married,<=50K.
27,Self,Bachelors,Married,>50K.
45,Govt,HS-grad,Never Married,<=50K.
79,NA,Prof-school,Married,<=50K.
24,Private,Assoc-voc,Married,<=50K.
25,Private,Some-college,Married,<=50K.
42,Self,10th,Widowed,<=50K.
63,Self,7th-8th,Married,<=50K.
40,Private,HS-grad,Married,>50K.
47,Private,Prof-school,Married,>50K.
42,Private,HS-grad,Married,>50K.
42,Private,Some-college,Divorced,<=50K.
63,Govt,Bachelors,Married,>50K.
37,Govt,Bachelors,Divorced,<=50K.
65,Private,HS-grad,Married,<=50K.
30,NA,10th,Divorced,<=50K.
62,Private,Bachelors,Married,>50K.
46,Private,HS-grad,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
47,Govt,Bachelors,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
21,NA,HS-grad,Never Married,<=50K.
28,Private,HS-grad,Never Married,<=50K.
61,Govt,HS-grad,Married,<=50K.
30,Govt,HS-grad,Married,<=50K.
30,Govt,Bachelors,Married,>50K.
29,Private,Bachelors,Never Married,>50K.
39,Private,HS-grad,Widowed,<=50K.
23,Private,11th,Divorced,<=50K.
32,Private,11th,Never Married,<=50K.
63,Private,HS-grad,Widowed,<=50K.
19,Self,Some-college,Never Married,<=50K.
57,Govt,Doctorate,Divorced,>50K.
41,Private,Bachelors,Married,>50K.
23,Private,Assoc-voc,Never Married,<=50K.
30,Private,Doctorate,Never Married,<=50K.
43,Self,Assoc-acdm,Married,<=50K.
64,Self,7th-8th,Married,<=50K.
56,Private,5th-6th,Separated,<=50K.
32,Private,HS-grad,Married,<=50K.
55,Private,HS-grad,Married,<=50K.
17,Private,11th,Never Married,<=50K.
17,Private,10th,Never Married,<=50K.
29,Private,Some-college,Married,<=50K.
23,NA,HS-grad,Separated,<=50K.
37,Private,HS-grad,Divorced,<=50K.
39,Private,HS-grad,Divorced,<=50K.
36,Private,Bachelors,Married,>50K.
50,Private,Bachelors,Divorced,>50K.
41,NA,Assoc-voc,Married,>50K.
31,Private,Some-college,Never Married,<=50K.
71,NA,HS-grad,Married,<=50K.
56,Private,Some-college,Widowed,<=50K.
51,Private,Some-college,Married,>50K.
20,Private,Some-college,Separated,<=50K.
53,Private,Bachelors,Divorced,>50K.
33,Govt,Masters,Never Married,<=50K.
27,Private,Some-college,Married,<=50K.
40,Private,Some-college,Married,>50K.
45,Private,Some-college,Divorced,<=50K.
54,Private,Assoc-voc,Married,<=50K.
33,Self,HS-grad,Separated,<=50K.
27,NA,HS-grad,Separated,<=50K.
36,Private,10th,Never Married,<=50K.
42,Govt,Masters,Married,>50K.
33,Private,Some-college,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
52,Govt,Bachelors,Married,>50K.
41,Govt,Masters,Married,>50K.
30,Private,Some-college,Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
47,Private,Bachelors,Married,>50K.
26,Private,5th-6th,Never Married,<=50K.
36,Private,11th,Separated,<=50K.
35,Private,HS-grad,Separated,<=50K.
46,Private,Some-college,Married,>50K.
24,Private,Bachelors,Never Married,<=50K.
30,Private,Assoc-voc,Married,>50K.
38,Private,HS-grad,Divorced,<=50K.
50,Private,HS-grad,Divorced,<=50K.
41,Govt,Some-college,Divorced,<=50K.
38,Private,HS-grad,Married,>50K.
36,Private,Bachelors,Never Married,<=50K.
47,Private,HS-grad,Married,>50K.
59,Private,Some-college,Married,>50K.
35,NA,Bachelors,Divorced,<=50K.
59,Private,Doctorate,Married,>50K.
52,Private,Some-college,Married,>50K.
37,Self,Assoc-voc,Married,>50K.
52,Private,Bachelors,Married,<=50K.
51,Private,Assoc-acdm,Married,>50K.
67,Self,Bachelors,Married,<=50K.
58,NA,11th,Divorced,<=50K.
68,Private,10th,Widowed,<=50K.
71,Private,9th,Divorced,<=50K.
49,Govt,Masters,Married,<=50K.
35,Govt,HS-grad,Married,<=50K.
18,Private,HS-grad,Never Married,<=50K.
29,Private,10th,Married,<=50K.
47,Self,Bachelors,Married,<=50K.
31,Private,9th,Never Married,<=50K.
22,Govt,Some-college,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
57,Private,HS-grad,Divorced,<=50K.
18,Private,Some-college,Never Married,<=50K.
32,Private,HS-grad,Married,<=50K.
39,Private,HS-grad,Divorced,<=50K.
37,Private,Bachelors,Divorced,<=50K.
51,Private,HS-grad,Married,<=50K.
48,Private,Some-college,Married,>50K.
39,Private,HS-grad,Married,>50K.
35,Private,Bachelors,Married,<=50K.
40,Private,5th-6th,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
28,Private,HS-grad,Divorced,<=50K.
23,Private,Some-college,Never Married,<=50K.
18,Private,Some-college,Never Married,<=50K.
23,Govt,Bachelors,Never Married,<=50K.
47,Govt,11th,Married,<=50K.
42,Govt,Bachelors,Divorced,<=50K.
25,Private,Some-college,Never Married,<=50K.
17,Private,10th,Never Married,<=50K.
34,Private,Bachelors,Never Married,<=50K.
30,Self,Masters,Married,>50K.
29,Private,Assoc-acdm,Never Married,<=50K.
22,Private,Some-college,Married,<=50K.
46,Govt,HS-grad,Never Married,<=50K.
69,Private,HS-grad,Married,<=50K.
50,Private,HS-grad,Married,>50K.
19,NA,Some-college,Never Married,<=50K.
59,Private,HS-grad,Married,<=50K.
45,Govt,Some-college,Married,>50K.
41,Govt,Masters,Never Married,<=50K.
47,Govt,Bachelors,Divorced,<=50K.
64,Private,11th,Widowed,<=50K.
29,Private,Some-college,Married,<=50K.
29,Private,Prof-school,Divorced,<=50K.
17,Private,11th,Never Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
28,Private,HS-grad,Married,<=50K.
35,Private,HS-grad,Never Married,<=50K.
48,Private,Bachelors,Married,<=50K.
36,Private,Assoc-voc,Never Married,<=50K.
38,Private,Assoc-voc,Never Married,<=50K.
49,Private,HS-grad,Divorced,<=50K.
42,Private,Masters,Married,>50K.
36,Self,Assoc-voc,Married,<=50K.
25,Private,10th,Never Married,<=50K.
41,Private,Masters,Married,<=50K.
35,Self,HS-grad,Married,<=50K.
32,Private,Assoc-voc,Divorced,<=50K.
41,Self,Masters,Married,>50K.
48,Private,Some-college,Married,<=50K.
56,Private,HS-grad,Married,<=50K.
47,Self,Some-college,Married,<=50K.
30,Govt,HS-grad,Never Married,<=50K.
51,Private,11th,Married,>50K.
22,Self,Bachelors,Never Married,<=50K.
49,Self,Bachelors,Married,>50K.
67,NA,HS-grad,Widowed,<=50K.
26,Private,HS-grad,Married,<=50K.
35,Private,Bachelors,Married,<=50K.
37,NA,9th,Divorced,<=50K.
34,Private,Some-college,Never Married,<=50K.
51,Govt,HS-grad,Married,<=50K.
26,Private,Bachelors,Married,<=50K.
28,Govt,Some-college,Never Married,<=50K.
32,Private,7th-8th,Married,<=50K.
55,Private,11th,Separated,<=50K.
17,Private,11th,Never Married,<=50K.
40,Private,Some-college,Separated,<=50K.
38,Private,Bachelors,Divorced,<=50K.
67,Self,HS-grad,Widowed,>50K.
44,Private,HS-grad,Divorced,<=50K.
26,Private,Some-college,Married,>50K.
25,Private,HS-grad,Divorced,<=50K.
45,Private,HS-grad,Divorced,<=50K.
38,Private,HS-grad,Married,>50K.
62,Private,Some-college,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
45,Govt,Some-college,Married,<=50K.
47,Self,Masters,Married,>50K.
49,Private,Bachelors,Divorced,<=50K.
36,Private,HS-grad,Married,>50K.
24,NA,HS-grad,Divorced,<=50K.
29,Private,HS-grad,Separated,<=50K.
23,Private,11th,Never Married,<=50K.
50,Private,HS-grad,Married,<=50K.
44,Private,Bachelors,Married,>50K.
44,Private,Bachelors,Married,>50K.
32,Private,HS-grad,Married,<=50K.
73,Private,HS-grad,Married,<=50K.
24,Private,Masters,Never Married,<=50K.
46,Govt,HS-grad,Married,<=50K.
61,Self,Some-college,Married,>50K.
37,Govt,Masters,Never Married,<=50K.
29,Private,Assoc-voc,Married,>50K.
40,Private,Assoc-acdm,Married,>50K.
17,Private,11th,Never Married,<=50K.
30,Private,HS-grad,Divorced,<=50K.
19,Private,HS-grad,Never Married,<=50K.
30,Private,Doctorate,Never Married,<=50K.
90,NA,HS-grad,Widowed,<=50K.
76,NA,5th-6th,Widowed,<=50K.
47,Private,HS-grad,Divorced,<=50K.
65,NA,Preschool,Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
41,Private,Bachelors,Divorced,<=50K.
47,Private,HS-grad,Married,<=50K.
27,Govt,Assoc-acdm,Never Married,<=50K.
42,Govt,HS-grad,Married,<=50K.
49,Private,HS-grad,Divorced,<=50K.
37,Private,Bachelors,Married,>50K.
19,Govt,Some-college,Never Married,<=50K.
24,Private,HS-grad,Married,<=50K.
34,Govt,Prof-school,Married,>50K.
33,Private,Bachelors,Never Married,<=50K.
44,Self,Some-college,Divorced,<=50K.
37,Govt,Bachelors,Married,>50K.
45,Private,HS-grad,Never Married,<=50K.
35,Private,Bachelors,Never Married,<=50K.
58,Self,HS-grad,Married,<=50K.
45,Private,Some-college,Divorced,<=50K.
54,Private,Some-college,Married,>50K.
45,Private,Masters,Married,>50K.
69,Private,Some-college,Married,>50K.
24,Private,HS-grad,Never Married,<=50K.
36,Private,HS-grad,Married,<=50K.
61,Govt,10th,Never Married,<=50K.
57,Self,Bachelors,Married,>50K.
56,Private,HS-grad,Divorced,<=50K.
35,Private,Masters,Married,>50K.
51,Govt,Bachelors,Married,>50K.
50,Private,11th,Never Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
46,Private,Masters,Married,>50K.
23,Private,Bachelors,Never Married,<=50K.
44,Private,HS-grad,Married,<=50K.
38,Govt,HS-grad,Divorced,<=50K.
35,NA,HS-grad,Never Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
78,NA,HS-grad,Widowed,<=50K.
18,Private,10th,Never Married,<=50K.
40,Private,HS-grad,Married,<=50K.
61,NA,HS-grad,Married,<=50K.
31,Govt,12th,Married,<=50K.
33,Private,HS-grad,Married,<=50K.
35,Private,Assoc-voc,Divorced,<=50K.
55,Govt,Masters,Married,>50K.
19,Private,HS-grad,Never Married,<=50K.
31,Private,Some-college,Married,<=50K.
43,Govt,Masters,Married,>50K.
49,Govt,Masters,Married,>50K.
48,Govt,Prof-school,Married,>50K.
27,Private,HS-grad,Never Married,<=50K.
38,Govt,Masters,Married,>50K.
35,Private,HS-grad,Married,>50K.
29,Private,HS-grad,Never Married,<=50K.
27,Private,Bachelors,Never Married,<=50K.
31,Private,9th,Married,<=50K.
26,Private,Bachelors,Married,<=50K.
53,Self,HS-grad,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
32,Govt,HS-grad,Separated,<=50K.
54,NA,HS-grad,Widowed,<=50K.
36,Private,Bachelors,Divorced,<=50K.
22,Private,HS-grad,Never Married,<=50K.
62,Private,Some-college,Married,<=50K.
